# 母集団は「機械打ち同士」——@kobalab/majiang-ai の思考を四人とも同じにして、一局戦を1000局打ち切らせた記録（2026-08-28・較正-1）。人の打ち筋ではない。
局	席	親	配牌	verdict	borderline	baseShanten	acceptTypes	acceptTiles	widthLabel	goodShapes	weakShapes	totalBlocks	shapeOK	shapeNeeded	hasValue	doraValue	redCount	yakuhaiPair	defHonors	defTerminals	結果	点棒	役	巡目
294	0	1	13448m56p669s347z	defend	0	4	19	63	非常に広い	3	1	4	0	4	0	0	0	0	3	2	和了	1500	断幺九1	8
294	1	0	20679m889p058s56z	attack	0	4	20	67	非常に広い	3	0	3	1	3	1	2	2	0	2	2	放銃	-1500		8
294	2	0	13m1234p2246s124z	defend	0	3	12	39	広い	2	2	4	0	4	0	0	0	0	3	2	無関係	0		8
294	3	0	122367m25p345s57z	defend	0	3	15	52	非常に広い	3	0	3	0	4	0	0	0	0	2	1	無関係	0		8
295	0	1	46m1223p79s23467z	defend	0	4	11	35	ふつう	1	2	3	0	4	0	0	0	0	5	2	流局	0		10
295	1	0	4067888m2p4779s7z	attack	0	3	21	71	非常に広い	4	0	4	1	4	1	1	1	0	1	1	流局	0		10
295	2	0	13m1134p10567s57z	attack	0	3	14	47	広い	4	1	5	1	4	1	1	1	0	2	4	流局	0		10
295	3	0	224m069p1138s233z	defend	0	3	7	21	ふつう	3	0	4	0	4	1	1	1	0	3	3	流局	0		10
296	0	1	47m589p34689s335z	defend	0	4	24	85	非常に広い	2	2	4	0	4	0	0	0	0	3	2	被ツモ	-2000		15
296	1	0	678m15777s12367z	defend	0	4	12	38	広い	2	0	2	0	4	0	0	0	0	5	1	被ツモ	-1000		15
296	2	0	27m1206p2366s122z	attack	0	3	7	24	ふつう	4	1	5	1	4	1	1	1	0	3	1	和了	5000	立直1・門前清自摸和1・赤ドラ1	15
296	3	0	2358m24458p89s46z	defend	0	4	17	61	非常に広い	2	2	4	0	4	0	0	0	0	2	1	被ツモ	-1000		15
297	0	1	246m1122p12579s4z	defend	0	3	8	28	ふつう	2	3	5	0	4	0	0	0	0	1	4	被ツモ	-2000		10
297	1	0	11149m136s12336z	defend	0	4	20	70	非常に広い	2	1	3	0	4	0	0	0	0	5	5	被ツモ	-1000		10
297	2	0	47m24588p258s346z	defend	0	5	11	33	ふつう	1	0	2	0	4	0	0	0	0	3	0	被ツモ	-1000		10
297	3	0	23089m589p477s26z	attack	1	4	20	71	非常に広い	2	2	4	0	4	1	1	1	0	2	2	和了	4000	断幺九1・ドラ1・赤ドラ1	10
298	0	1	108m358p1159s116z	attack	0	4	9	27	ふつう	2	0	3	1	2	1	3	1	1	3	4	和了	6800	三色同順1・赤ドラ2	13
298	1	0	27m35688p3389s17z	defend	0	4	24	83	非常に広い	3	1	4	0	4	0	0	0	0	2	1	無関係	0		13
298	2	0	44679m1123p68s67z	attack	0	3	15	49	広い	4	1	5	1	4	0	0	0	0	2	3	無関係	0		13
298	3	0	2m47p1133445s125z	defend	0	3	7	21	ふつう	3	0	3	0	4	0	0	0	0	3	2	放銃	-5800		13
299	0	1	346799m5688p49s4z	attack	0	3	7	24	ふつう	5	0	5	1	4	0	0	0	0	1	3	無関係	0		13
299	1	0	2m36p35789s12345z	defend	0	5	18	64	非常に広い	1	1	2	0	4	0	0	0	0	5	1	無関係	0		13
299	2	0	467m1349p35s2236z	defend	0	4	21	73	非常に広い	3	1	4	0	4	0	0	0	0	4	2	和了	3000	立直1・平和1	13
299	3	0	2788m27778p247s7z	defend	0	4	26	91	非常に広い	3	1	4	0	4	0	0	0	0	1	0	放銃	-2000		13
300	0	1	138m2409p248s157z	attack	1	5	22	79	非常に広い	1	2	3	0	4	1	1	1	0	3	2	放銃	-3900		11
300	1	0	305578m12489p5s4z	attack	1	3	20	71	非常に広い	2	2	4	0	4	1	1	1	0	1	2	和了	3900	断幺九1・赤ドラ2	11
300	2	0	26m3447p1245s247z	defend	0	5	26	91	非常に広い	2	1	3	0	4	0	0	0	0	3	1	無関係	0		11
300	3	0	148m1225669p1s55z	defend	0	3	7	21	ふつう	3	0	3	0	4	1	1	0	1	2	4	無関係	0		11
301	0	1	23469m37p3899s66z	attack	1	4	28	99	非常に広い	3	0	3	0	4	1	1	0	1	2	3	無関係	0		5
301	1	0	667m346p2334s455z	attack	0	3	21	71	非常に広い	5	0	5	1	4	1	1	0	1	3	0	和了	2000	翻牌 白1・赤ドラ1	5
301	2	0	11236m27p467s447z	attack	0	4	27	95	非常に広い	4	0	4	1	4	0	0	0	0	3	2	放銃	-2000		5
301	3	0	8m134479p178s236z	defend	0	4	15	53	非常に広い	2	2	4	0	4	0	0	0	0	3	3	無関係	0		5
302	0	1	2256m248p247s556z	attack	1	3	6	20	ふつう	3	2	5	0	4	1	1	0	1	3	0	和了	12000	翻牌 白1・ドラ3・赤ドラ1	15
302	1	0	146778m147p35s13z	defend	0	5	23	79	非常に広い	2	1	3	0	4	0	0	0	0	2	2	被ツモ	-4000		15
302	2	0	18m379p1689s2256z	defend	0	5	31	111	非常に広い	1	2	3	0	4	0	0	0	0	4	4	被ツモ	-4000		15
302	3	0	9m2468p122409s45z	attack	1	4	16	55	非常に広い	2	2	4	0	4	1	1	1	0	2	3	被ツモ	-4000		15
303	0	1	3469m34466p23s56z	attack	0	4	23	79	非常に広い	4	0	4	1	4	0	0	0	0	2	1	和了	6800	断幺九1・赤ドラ2	12
303	1	0	2348m16p16s25677z	attack	1	5	27	95	非常に広い	2	0	2	0	4	1	1	0	1	5	2	無関係	0		12
303	2	0	237m289p7788s225z	attack	0	3	15	47	広い	4	1	5	1	4	0	0	0	0	3	1	放銃	-5800		12
303	3	0	108m23579p344s16z	attack	1	5	26	91	非常に広い	2	1	3	0	4	1	1	1	0	2	2	無関係	0		12
304	0	1	235688p88s12244z	attack	0	2	5	15	狭い	4	0	6	1	4	0	0	0	0	5	0	和了	2900	混一色2	6
304	1	0	1557m1357s23335z	defend	0	3	13	46	広い	2	2	4	0	4	0	0	0	0	5	2	無関係	0		6
304	2	0	22468m4p240569s5z	attack	1	4	24	83	非常に広い	3	1	4	0	4	1	1	1	0	1	1	放銃	-2900		6
304	3	0	16789m1469p348s4z	defend	0	4	23	83	非常に広い	2	1	3	0	4	0	0	0	0	1	4	無関係	0		6
305	0	1	6m44779p14566s33z	attack	0	2	5	15	狭い	4	0	5	1	4	0	0	0	0	2	2	流局	1000		18
305	1	0	2458m1169p478s56z	defend	0	5	26	91	非常に広い	3	0	3	0	4	0	0	0	0	2	3	流局	1000		18
305	2	0	1267m2238p307s44z	attack	1	3	9	32	ふつう	3	2	5	0	4	1	1	1	0	2	1	流局	1000		18
305	3	0	135m3346p2478s15z	defend	0	3	7	26	ふつう	2	3	5	0	4	0	0	0	0	2	1	流局	-3000		18
306	0	1	357889m39p1568s5z	defend	0	4	23	81	非常に広い	2	1	3	0	4	0	0	0	0	1	3	和了	2500	断幺九1	14
306	1	0	156m4799p23469s4z	defend	0	4	21	75	非常に広い	3	0	3	0	4	0	0	0	0	1	4	被ツモ	-500		14
306	2	0	10m135p22347s234z	attack	1	5	26	91	非常に広い	2	1	3	0	4	1	1	1	0	3	2	被ツモ	-500		14
306	3	0	19m68p578s112457z	attack	1	5	26	91	非常に広い	2	1	3	0	4	1	1	0	1	6	2	被ツモ	-500		14
307	0	1	78m2056p3778s244z	attack	1	3	7	21	ふつう	3	0	4	0	4	1	1	1	0	3	0	流局	-1500		18
307	1	0	269m77p23378s337z	defend	0	3	7	21	ふつう	3	0	4	0	4	0	0	0	0	3	1	流局	-1500		18
307	2	0	0779m156p145s146z	attack	1	4	14	51	非常に広い	3	0	3	0	4	1	1	1	0	3	3	流局	1500		18
307	3	0	59m344889p449s36z	defend	0	3	7	21	ふつう	3	0	3	0	4	0	0	0	0	2	3	流局	1500		18
308	0	1	2334m678p39s1166z	attack	0	2	15	50	非常に広い	5	0	5	1	2	1	3	0	1	4	1	和了	12000	場風 東1・自風 東1・ドラ2	6
308	1	0	268m124678p9s227z	attack	1	3	17	59	非常に広い	2	2	4	0	4	1	1	0	1	3	2	無関係	0		6
308	2	0	5558m124p44067s1z	attack	1	2	12	41	広い	3	1	4	0	4	1	1	1	0	1	1	放銃	-12000		6
308	3	0	36m1369p3689s557z	attack	1	5	28	99	非常に広い	1	2	3	0	4	1	1	0	1	3	3	無関係	0		6
309	0	1	346m133446p236s1z	attack	0	3	6	24	ふつう	4	0	4	1	4	0	0	0	0	1	1	放銃	-2600		11
309	1	0	138m1568p2349s37z	defend	0	4	19	68	非常に広い	2	1	3	0	4	0	0	0	0	2	3	無関係	0		11
309	2	0	49m1234p1236s467z	defend	0	4	22	78	非常に広い	2	0	2	0	4	0	0	0	0	3	3	無関係	0		11
309	3	0	146779m2699p37s5z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	1	4	和了	4600	立直1・ドラ1	11
310	0	1	12345m28p467s147z	defend	0	4	21	75	非常に広い	3	0	3	0	4	0	0	0	0	3	1	放銃	-7700		16
310	1	0	67m12279p4578s12z	attack	0	3	8	30	ふつう	4	1	5	1	4	0	0	0	0	2	2	無関係	0		16
310	2	0	3078m14679p688s4z	attack	1	3	7	26	ふつう	3	1	4	0	4	1	1	1	0	1	2	和了	8700	断幺九1・三色同順1・赤ドラ2	16
310	3	0	15689m0689p4s235z	attack	1	4	9	31	ふつう	2	2	4	0	4	1	1	1	0	3	3	無関係	0		16
311	0	1	0m11668p12678s37z	attack	1	3	15	52	非常に広い	3	1	4	0	4	1	1	1	0	2	3	放銃	-3900		13
311	1	0	137m56889p3s1246z	defend	0	5	24	83	非常に広い	2	1	3	0	4	0	0	0	0	4	2	無関係	0		13
311	2	0	13889m44577p26s7z	defend	0	3	7	21	ふつう	3	0	4	0	4	0	0	0	0	1	2	無関係	0		13
311	3	0	159m25p2469s1125z	attack	1	5	11	33	ふつう	1	0	2	0	4	1	1	0	1	4	3	和了	3900	場風 東1・ドラ2	13
312	0	1	1668m789p17789s6z	defend	0	3	18	62	非常に広い	3	0	3	0	4	0	0	0	0	1	4	和了	13000	立直1・三色同順2・裏ドラ1	14
312	1	0	11247m299p26s346z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	3	4	無関係	0		14
312	2	0	347m23369p6s2567z	defend	0	5	11	33	ふつう	1	0	2	0	4	0	0	0	0	4	1	放銃	-12000		14
312	3	0	58m345668p256s25z	defend	0	4	23	81	非常に広い	3	0	3	0	4	0	0	0	0	2	0	無関係	0		14
313	0	1	79m58p37789s2346z	defend	0	5	23	79	非常に広い	1	1	2	0	4	0	0	0	0	4	2	無関係	0		8
313	1	0	2308m105p4056s77z	attack	0	3	19	63	非常に広い	5	0	5	1	2	1	4	3	1	2	1	和了	3900	翻牌 中1・赤ドラ2	8
313	2	0	9m11179p12335s25z	defend	0	2	7	25	ふつう	2	2	4	0	4	0	0	0	0	2	6	放銃	-3900		8
313	3	0	44568m2368p14s24z	defend	0	4	19	67	非常に広い	3	1	4	0	4	0	0	0	0	2	1	無関係	0		8
314	0	1	1123399m88p24s15z	attack	0	2	8	23	ふつう	4	1	5	1	4	0	0	0	0	2	4	被ツモ	-1300		13
314	1	0	3m24457p359s2256z	attack	1	4	23	79	非常に広い	2	2	4	0	4	1	1	0	1	4	1	被ツモ	-700		13
314	2	0	1468m2357p16689s	defend	0	3	7	26	ふつう	2	3	5	0	4	0	0	0	0	0	3	和了	3700	立直1・門前清自摸和1・平和1	13
314	3	0	5679m348p499s134z	defend	0	4	19	67	非常に広い	3	0	3	0	4	0	0	0	0	3	3	被ツモ	-700		13
315	0	1	36889m2p78s23456z	defend	0	5	21	73	非常に広い	2	0	2	0	4	0	0	0	0	5	1	和了	12600	翻牌 白1・ドラ3	11
315	1	0	24m45p245789s236z	defend	0	3	12	41	広い	3	1	4	0	4	0	0	0	0	3	1	放銃	-11600		11
315	2	0	125m244668p79s13z	defend	0	3	5	20	ふつう	2	2	4	0	4	0	0	0	0	2	2	無関係	0		11
315	3	0	4m12899p340s3567z	attack	1	4	14	48	広い	2	1	3	0	4	1	1	1	0	4	3	無関係	0		11
316	0	1	278m679p578s2456z	defend	0	5	23	81	非常に広い	3	0	3	0	4	0	0	0	0	4	1	被ツモ	-500		11
316	1	0	38m23456p3479s26z	defend	0	3	10	35	ふつう	3	1	4	0	4	0	0	0	0	2	1	被ツモ	-300		11
316	2	0	23678m25p06s2477z	attack	0	3	14	50	非常に広い	4	0	4	1	3	1	2	1	1	4	0	被ツモ	-300		11
316	3	0	347m18p234s11467z	attack	1	4	17	60	非常に広い	3	0	3	0	4	1	1	0	1	5	1	和了	2100	場風 東1	11
317	0	1	24m13568p24679s5z	defend	0	4	20	67	非常に広い	2	3	5	0	4	0	0	0	0	1	2	流局	-1000		18
317	1	0	3458m23069p234s2z	attack	0	2	6	21	ふつう	4	0	4	1	4	1	1	1	0	1	1	流局	-1000		18
317	2	0	5678m4569p378s56z	attack	0	3	19	68	非常に広い	4	0	4	1	4	0	0	0	0	2	1	流局	3000		18
317	3	0	237m347p16689s16z	defend	0	4	20	73	非常に広い	3	1	4	0	4	0	0	0	0	2	2	流局	-1000		18
318	0	1	3m299p345779s125z	defend	0	4	21	71	非常に広い	3	0	3	0	4	0	0	0	0	3	3	被ツモ	-6000		12
318	1	0	34m244p789s33345z	attack	0	2	10	35	ふつう	4	0	4	1	4	0	0	0	0	5	1	被ツモ	-3000		12
318	2	0	6m45567789p247s7z	defend	0	2	14	52	非常に広い	3	1	4	0	4	0	0	0	0	1	1	和了	13000	立直1・門前清自摸和1・一盃口1・ドラ3	12
318	3	0	14899m139p246s16z	defend	0	5	25	87	非常に広い	1	2	3	0	4	0	0	0	0	2	5	被ツモ	-3000		12
319	0	1	2239m10p2356s466z	attack	0	4	24	83	非常に広い	4	0	4	1	3	1	2	1	1	3	2	和了	5800	翻牌 發1・ドラ1・赤ドラ1	11
319	1	0	579m23457789p17s	defend	0	2	16	59	非常に広い	3	1	4	0	4	0	0	0	0	0	3	放銃	-5800		11
319	2	0	2457m11388p89s57z	defend	0	3	6	20	ふつう	3	1	4	0	4	0	0	0	0	2	3	無関係	0		11
319	3	0	247m12567p377s67z	defend	0	3	15	54	非常に広い	2	2	4	0	4	0	0	0	0	2	1	無関係	0		11
320	0	1	2346m3589p3s3667z	attack	1	3	16	57	非常に広い	2	2	4	0	4	1	1	0	1	4	1	被ツモ	-4000		9
320	1	0	447m48p579s12457z	defend	0	5	11	33	ふつう	1	0	2	0	4	0	0	0	0	5	1	被ツモ	-2000		9
320	2	0	78m89p140558s234z	attack	1	4	15	51	非常に広い	3	1	4	0	4	1	1	1	0	3	2	被ツモ	-2000		9
320	3	0	123055m06p228s56z	attack	0	2	9	31	ふつう	4	0	4	1	3	1	2	2	0	2	1	和了	9000	立直1・門前清自摸和1・赤ドラ2・裏ドラ1	9
321	0	1	15567m10p2778s45z	attack	1	4	9	27	ふつう	2	0	3	0	4	1	1	1	0	2	2	和了	6000	翻牌 白1・ドラ1・赤ドラ1	11
321	1	0	1222489p2378s37z	defend	0	3	13	45	広い	3	1	4	0	4	0	0	0	0	2	2	被ツモ	-2000		11
321	2	0	79m235p399s24566z	attack	1	4	20	67	非常に広い	3	1	4	0	4	1	1	0	1	5	3	被ツモ	-2000		11
321	3	0	1230m139p12s3457z	attack	1	4	14	49	広い	1	2	3	0	4	1	1	1	0	4	4	被ツモ	-2000		11
322	0	1	1234m48p3567s125z	defend	0	4	23	81	非常に広い	2	0	2	0	4	0	0	0	0	3	1	和了	7000	断幺九1・ドラ1・赤ドラ1	17
322	1	0	369m138p23379s26z	defend	0	5	26	91	非常に広い	1	2	3	0	4	0	0	0	0	2	3	被ツモ	-2000		17
322	2	0	34m1230p1269s677z	attack	0	3	16	57	非常に広い	3	1	4	1	3	1	2	1	1	3	3	被ツモ	-2000		17
322	3	0	479m22445p444s36z	defend	0	3	17	58	非常に広い	3	1	4	0	4	0	0	0	0	2	1	被ツモ	-2000		17
323	0	1	1378m579p122347z	defend	0	4	15	51	非常に広い	2	2	4	0	4	0	0	0	0	6	2	無関係	0		13
323	1	0	1256m14p1168s467z	defend	0	4	14	49	広い	2	2	4	0	4	0	0	0	0	3	4	無関係	0		13
323	2	0	666m0p2356679s16z	attack	0	3	16	54	非常に広い	4	0	4	1	4	1	1	1	0	2	1	放銃	-2600		13
323	3	0	23479m35789p77s3z	defend	0	1	3	10	狭い	3	2	5	0	4	0	0	0	0	1	2	和了	4600	立直1・ドラ1	13
324	0	1	5689m1667p167s23z	defend	0	4	18	65	非常に広い	3	1	4	0	4	0	0	0	0	2	3	被ツモ	-1000		16
324	1	0	1124778m289p2s34z	defend	0	4	22	75	非常に広い	2	2	4	0	4	0	0	0	0	2	3	被ツモ	-500		16
324	2	0	2366m2p124566s11z	attack	0	2	5	16	狭い	5	1	6	1	4	1	1	0	1	2	1	和了	3000	立直1・門前清自摸和1	16
324	3	0	5m22347p4569s146z	defend	0	4	20	70	非常に広い	3	0	3	0	4	0	0	0	0	3	1	被ツモ	-500		16
325	0	1	4789m27889s1124z	attack	0	3	16	54	非常に広い	3	0	3	1	3	1	2	0	1	4	2	流局	1500		18
325	1	0	336m135569p33s67z	defend	0	3	7	21	ふつう	3	0	4	0	4	0	0	0	0	2	2	流局	-1500		18
325	2	0	167m389p23459s57z	defend	0	4	22	79	非常に広い	3	1	4	0	4	0	0	0	0	2	3	流局	1500		18
325	3	0	112358m3408s137z	attack	1	4	16	54	非常に広い	3	0	3	0	4	1	1	1	0	3	2	流局	-1500		18
326	0	1	057999m248p48s11z	attack	0	3	23	79	非常に広い	3	1	4	1	2	1	3	1	1	2	3	放銃	-1000		11
326	1	0	59m1389p3669s223z	attack	1	4	24	83	非常に広い	2	2	4	0	4	1	1	0	1	3	4	和了	3000	自風 南1	11
326	2	0	148m06p127788s26z	attack	1	4	22	75	非常に広い	3	1	4	0	4	1	1	1	0	2	2	無関係	0		11
326	3	0	334568m56p3459s4z	attack	0	2	15	52	非常に広い	4	0	4	1	4	0	0	0	0	1	1	無関係	0		11
327	0	1	69m388p12344s146z	defend	0	4	19	63	非常に広い	3	0	3	0	4	0	0	0	0	3	2	流局	1500		18
327	1	0	389m99p145799s17z	defend	0	4	20	67	非常に広い	3	1	4	0	4	0	0	0	0	2	6	流局	-1500		18
327	2	0	12m2579p6689s347z	defend	0	4	15	51	非常に広い	1	3	4	0	4	0	0	0	0	3	3	流局	-1500		18
327	3	0	2559m23567p16s35z	defend	0	4	20	72	非常に広い	3	0	3	0	4	0	0	0	0	2	2	流局	1500		18
328	0	1	12789m1246p36s17z	defend	0	3	7	24	ふつう	1	3	4	0	4	0	0	0	0	2	3	流局	1500		18
328	1	0	12339p220589s26z	attack	1	3	15	47	広い	3	1	4	0	4	1	1	1	0	2	3	流局	-1500		18
328	2	0	2466m367p123557z	attack	1	4	17	55	非常に広い	3	1	4	0	4	1	1	0	1	6	0	流局	-1500		18
328	3	0	356779m59p478s45z	defend	0	4	21	77	非常に広い	3	0	3	0	4	0	0	0	0	2	2	流局	1500		18
329	0	1	344m35p14s144567z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	6	1	流局	-1000		18
329	1	0	15m49p13567s2337z	defend	0	4	19	68	非常に広い	2	1	3	0	4	0	0	0	0	4	3	流局	3000		18
329	2	0	1124m388p24899s4z	defend	0	3	13	39	広い	3	2	5	0	4	0	0	0	0	1	4	流局	-1000		18
329	3	0	277888m240678p4s	attack	0	2	19	66	非常に広い	4	0	4	1	4	1	1	1	0	0	0	流局	-1000		18
330	0	1	68m244666p6s1357z	defend	0	4	18	59	非常に広い	2	1	3	0	4	0	0	0	0	4	0	無関係	0		10
330	1	0	1114m359p1330s27z	attack	1	3	13	48	広い	2	1	3	0	4	1	1	1	0	2	5	放銃	-2000		10
330	2	0	334477m68p458s35z	attack	0	3	15	47	広い	4	1	5	1	4	0	0	0	0	2	0	和了	2000	断幺九1・赤ドラ1	10
330	3	0	06m13799p34459s2z	attack	0	3	17	59	非常に広い	4	1	5	1	4	1	1	1	0	1	4	無関係	0		10
331	0	1	267m238p13667s46z	defend	0	4	21	77	非常に広い	3	1	4	0	4	0	0	0	0	2	1	被ツモ	-8000		11
331	1	0	136m669p334s2467z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	4	2	被ツモ	-4000		11
331	2	0	2589m13677p36s13z	defend	0	5	28	99	非常に広い	1	2	3	0	4	0	0	0	0	2	2	被ツモ	-4000		11
331	3	0	3468m11348p59s24z	defend	0	4	19	69	非常に広い	3	1	4	0	4	0	0	0	0	2	3	和了	18000	立直1・一発1・門前清自摸和1・赤ドラ3・裏ドラ2	11
332	0	1	3469m269p148s122z	defend	0	5	11	33	ふつう	1	0	2	0	4	0	0	0	0	3	3	放銃	-8000		18
332	1	0	367m36p156779s16z	defend	0	4	20	74	非常に広い	3	0	3	0	4	0	0	0	0	2	2	無関係	0		18
332	2	0	11477m1155p38s14z	attack	0	2	5	15	狭い	4	0	4	1	4	0	0	0	0	2	4	和了	9000	立直1・七対子2・ドラ2	18
332	3	0	369m37p69s133455z	attack	1	4	9	27	ふつう	2	0	2	0	4	1	1	0	1	6	2	無関係	0		18
333	0	1	2677m2468p1369s1z	defend	0	4	19	69	非常に広い	1	3	4	0	4	0	0	0	0	1	2	被ツモ	-4000		11
333	1	0	1m79p34779s22466z	attack	0	3	14	43	広い	4	1	5	1	3	1	2	0	1	5	3	和了	8000	自風 南1・翻牌 發1・混一色2	11
333	2	0	24m3359p188s1245z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	4	2	被ツモ	-2000		11
333	3	0	89m1145p1099s237z	attack	1	4	19	63	非常に広い	3	1	4	0	4	1	1	1	0	3	6	被ツモ	-2000		11
334	0	1	34578m178p127s35z	defend	0	3	9	32	ふつう	3	1	4	0	4	0	0	0	0	2	2	被ツモ	-3900		17
334	1	0	14m3357p2369s345z	defend	0	5	22	75	非常に広い	2	1	3	0	4	0	0	0	0	3	2	和了	8900	断幺九1・ドラ1・赤ドラ2	17
334	2	0	8m14058p33589s47z	attack	1	4	9	27	ふつう	2	0	3	0	4	1	1	1	0	2	2	被ツモ	-2000		17
334	3	0	345m1268p4888s16z	defend	0	2	9	33	ふつう	2	2	4	0	4	0	0	0	0	2	1	被ツモ	-2000		17
335	0	1	24479m66p369s455z	attack	1	3	7	21	ふつう	3	0	4	0	4	1	1	0	1	3	2	被ツモ	-4000		11
335	1	0	45m24089p36688s7z	attack	0	3	8	28	ふつう	4	1	5	1	4	1	1	1	0	1	1	和了	10000	立直1・一発1・門前清自摸和1・赤ドラ1・裏ドラ1	11
335	2	0	112m378p2289s346z	defend	0	4	20	67	非常に広い	3	1	4	0	4	0	0	0	0	3	3	被ツモ	-2000		11
335	3	0	269m35779p477s34z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	2	2	被ツモ	-2000		11
336	0	1	2m25777p3489s567z	defend	0	4	17	59	非常に広い	2	1	3	0	4	0	0	0	0	3	1	和了	5900	立直1・赤ドラ1	17
336	1	0	224m246p3469s334z	defend	0	4	25	87	非常に広い	3	1	4	0	4	0	0	0	0	3	1	放銃	-3900		17
336	2	0	59m269p16s122456z	defend	0	4	5	20	ふつう	1	0	1	0	4	0	0	0	0	6	3	無関係	0		17
336	3	0	1145678m39p56s45z	attack	0	3	16	57	非常に広い	4	0	4	1	4	0	0	0	0	2	3	無関係	0		17
337	0	1	206m12p3344569s5z	attack	0	3	16	55	非常に広い	4	1	5	1	4	1	1	1	0	1	2	被ツモ	-1300		16
337	1	0	5678m18p1237s157z	defend	0	4	22	78	非常に広い	3	0	3	0	4	0	0	0	0	3	2	被ツモ	-700		16
337	2	0	124457m689p2466z	defend	0	3	5	16	狭い	2	3	5	0	4	1	1	0	1	4	2	被ツモ	-700		16
337	3	0	1346m26789p12s22z	defend	0	2	4	14	狭い	3	1	4	0	4	0	0	0	0	2	3	和了	3700	立直1・門前清自摸和1・平和1	16
338	0	1	17m1239p5679s235z	defend	0	4	18	64	非常に広い	2	0	2	0	4	0	0	0	0	3	4	流局	-1000		18
338	1	0	244578m47p46s145z	defend	0	4	15	55	非常に広い	2	2	4	0	4	0	0	0	0	3	0	流局	3000		18
338	2	0	3m12208p34s34677z	attack	1	4	9	27	ふつう	2	0	3	0	3	1	2	1	1	5	1	流局	-1000		18
338	3	0	3067m689p269s347z	attack	1	5	24	85	非常に広い	1	1	2	0	4	1	1	1	0	3	2	流局	-1000		18
339	0	1	248m17p23669s114z	attack	0	4	25	87	非常に広い	3	1	4	1	3	1	2	0	1	3	2	和了	6800	場風 東1・自風 東1・ドラ1	9
339	1	0	0569m23368p477s5z	defend	0	3	7	21	ふつう	3	0	4	0	4	1	1	1	0	1	1	放銃	-5800		9
339	2	0	129m14469p577s26z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	2	4	無関係	0		9
339	3	0	12579m3488p1677z	attack	1	3	7	24	ふつう	3	2	5	0	4	1	1	0	1	4	2	無関係	0		9
340	0	1	1224m168p278s122z	defend	0	3	5	18	狭い	3	1	4	0	4	0	0	0	0	3	2	放銃	-3900		14
340	1	0	788m056p1369s357z	attack	1	4	9	27	ふつう	2	0	3	0	4	1	1	1	0	3	2	無関係	0		14
340	2	0	2334458p35s1356z	defend	0	3	9	31	ふつう	3	1	4	0	4	0	0	0	0	4	0	和了	4900	立直1・平和1・裏ドラ1	14
340	3	0	3479m3688p12569s	defend	0	3	8	30	ふつう	3	2	5	0	4	0	0	0	0	0	3	無関係	0		14
341	0	1	34m2368p1289s237z	defend	0	4	20	67	非常に広い	2	3	5	0	4	0	0	0	0	3	2	被ツモ	-4000		11
341	1	0	1308m405p268s147z	attack	1	5	25	87	非常に広い	1	2	3	0	3	1	2	2	0	3	1	被ツモ	-2000		11
341	2	0	129m2345889p4s15z	defend	0	4	20	69	非常に広い	3	1	4	0	4	0	0	0	0	2	3	被ツモ	-2000		11
341	3	0	456m2367p45s1334z	attack	0	2	7	26	ふつう	5	0	5	1	4	0	0	0	0	4	0	和了	9000	立直1・門前清自摸和1・平和1・ドラ1・裏ドラ1	11
342	0	1	3m149p236779s246z	defend	0	5	25	89	非常に広い	2	1	3	0	4	0	0	0	0	3	3	無関係	0		16
342	1	0	13457m5p47s11235z	attack	1	5	26	91	非常に広い	2	0	2	0	4	1	1	0	1	5	1	無関係	0		16
342	2	0	236m2355p1458s34z	attack	0	4	18	65	非常に広い	4	0	4	1	4	0	0	0	0	2	1	和了	7700	断幺九1・ドラ3	16
342	3	0	18m38p15569s2567z	defend	0	5	11	33	ふつう	1	0	1	0	4	0	0	0	0	4	3	放銃	-7700		16
343	0	1	8m22478p2377s227z	attack	0	3	15	47	広い	5	0	5	1	4	0	0	0	0	3	0	和了	13000	立直1・七対子2・ドラ2	10
343	1	0	135m579p4599s466z	attack	1	3	8	28	ふつう	3	2	5	0	4	1	1	0	1	3	4	放銃	-12000		10
343	2	0	578m1p478s113367z	attack	0	4	22	75	非常に広い	4	0	4	1	3	1	2	0	1	6	1	無関係	0		10
343	3	0	20679m199p1448s5z	attack	1	4	22	75	非常に広い	3	0	3	0	4	1	1	1	0	1	5	無関係	0		10
344	0	1	1337m3056p106s25z	attack	0	4	22	77	非常に広い	3	1	4	1	3	1	2	2	0	2	2	被ツモ	-6000		13
344	1	0	2699m178p1268s56z	defend	0	4	18	65	非常に広い	2	2	4	0	4	0	0	0	0	2	4	被ツモ	-3000		13
344	2	0	1667m4477p13334s	attack	0	2	4	12	狭い	4	0	5	1	4	0	0	0	0	0	2	被ツモ	-3000		13
